"","date","image","objective","time_pf","num_of_cells","meiotic","stage","cell_diameter_um","spindle_length__asters_um","spindle_length_poles_um","spindle_width_um","spindle_aspect_ratio_asters_um","spindle_aspect_ratio_poles_um","centrosome","metaphase_plate_lengt_h_um","metaphase_plate_width_um","metaphase_plate_aspect_ratio_um","distance_between_chromosomes_um","microscope","fixation","organism","phylum","classification","genome","chromosomes","day","cleavage_type","num_of_cells_CAT","num_of_cells_NUM","classification_CAT","phylum_CAT","organism_CAT","cleavage_type_CAT","fixation_CAT","microscope_CAT","stage_CAT","astere.to.pole_distance_AVG","inner_aster_diameter_AVG","polar_body_diameter_AVG","outer_aster_diameter_AVG"
"1097","2014-06-03 00:00:00","urechis_t120m_40x_7","40x",120,"1",0,"m",102.66333,53.28015,37.40121,10.21944,5.21360759493671,3.65981012658228,1,14.47215,4.2042,3.44230769230769,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,2,0,15.62022,7.591815,51.88953
"1098","2014-06-03 00:00:00","urechis_t120m_40x_10","40x",120,"1",0,"m",97.06851,50.02998,34.81401,7.77777,6.43243243243243,4.47609147609148,1,10.25178,3.3957,3.01904761904762,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,2,0,13.607055,7.591815,45.87429
"1099","2014-06-03 00:00:00","urechis_t120m_40x_11","40x",120,"1",0,"m",112.07427,56.14224,39.37395,9.7,5.7,4.1,1,12.49941,3.10464,4.02604166666667,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,2,0,17.41509,7.591815,73.71903
"1100","2014-06-03 00:00:00","urechis_t120m_40x_12","40x",120,"1",0,"m",109.3092,53.16696,37.74078,12.35388,4.30366492146597,3.05497382198953,1,12.74196,5.06121,2.51757188498403,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,2,0,14.69853,7.591815,64.32426
"1101","2014-06-03 00:00:00","urechis_t120m_40x_14","40x",120,"1",0,"m",107.95092,52.42314,37.85397,14.31045,3.66327683615819,2.64519774011299,1,15.99213,5.14206,3.11006289308176,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,2,NA,13.542375,7.591815,52.66569
"1102","2014-06-03 00:00:00","urechis_t120m_40x_15","40x",120,"1",0,"m",109.97217,54.3312,35.37996,11.22198,4.84149855907781,3.15273775216138,1,12.90366,3.7191,3.4695652173913,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,2,0,16.75212,7.591815,67.501665
"1103","2014-06-03 00:00:00","urechis_t120m_40x_16","40x",120,"1",0,"m",104.91096,53.37717,37.59525,7.81011,6.83436853002071,4.81366459627329,1,10.91475,4.60845,2.36842105263158,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,2,0,15.062355,7.591815,51.43677
"1104","2014-06-03 00:00:00","urechis_t120m_40x_17","40x",120,"1",0,"m",109.97217,53.82993,37.93482,16.89765,3.18564593301435,2.24497607655502,1,14.31045,3.79995,3.76595744680851,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,2,0,17.681895,7.591815,65.55318
"1105","2014-06-03 00:00:00","urechis_t120m_40x_18","40x",120,"1",0,"m",108.32283,52.5525,38.25822,9.28158,5.66202090592335,4.1219512195122,1,11.51304,4.73781,2.43003412969283,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,2,0,16.13766,7.591815,55.17204
"1106","2014-06-03 00:00:00","urechis_t120m_40x_20","40x",120,"1",0,"m",113.64276,54.88098,39.7782,11.99814,4.57412398921833,3.31536388140162,1,12.32154,4.60845,2.67368421052632,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,2,0,13.80918,7.591815,67.60677
"1107","2014-06-03 00:00:00","urechis_t120m_40x_21","40x",120,"1",0,"m",108.80793,56.28777,40.16628,10.36497,5.43057722308892,3.87519500780031,1,11.77176,3.97782,2.95934959349593,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,2,0,18.44997,7.591815,60.095805
"1108","2014-06-03 00:00:00","urechis_t120m_40x_22","40x",120,"1",0,"m",116.50485,57.85626,39.98841,11.44836,5.05367231638418,3.49293785310734,1,12.38622,5.64333,2.19484240687679,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,2,0,19.040175,7.591815,72.91053
"1110","2014-06-03 00:00:00","urechis_t120m_40x_24","40x",120,"1",0,"m",107.27178,58.08264,39.85905,8.74797,6.63955637707948,4.55637707948244,1,9.34626,4.64079,2.01393728222997,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,2,0,17.520195,7.591815,58.640505
"1111","2014-06-03 00:00:00","urechis_t120m_40x_25","40x",120,"1",0,"m",105.7518,52.5525,39.6165,13.2594,3.96341463414634,2.98780487804878,1,13.13004,6.04758,2.17112299465241,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,2,0,11.246235,7.591815,61.599615
"1112","2014-06-03 00:00:00","urechis_t120m_40x_26","40x",120,"1",0,"m",107.11008,53.60355,37.6761,8.99052,5.96223021582734,4.19064748201439,1,9.89604,5.59482,1.76878612716763,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,2,0,15.58788,7.591815,50.49891
"1113","2014-06-03 00:00:00","urechis_t120m_40x_28","40x",120,"1",0,"m",100.27017,51.35592,36.07527,9.57264,5.36486486486486,3.76858108108108,1,10.26795,2.86209,3.58757062146893,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,2,0,14.61768,7.591815,58.883055
"1114","2014-06-03 00:00:00","urechis_t120m_40x_29","40x",120,"1",0,"m",102.25908,52.50399,37.12632,8.63478,6.08052434456929,4.29962546816479,1,9.42711,2.92677,3.22099447513812,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,2,0,15.21597,7.591815,49.019355
"1115","2014-06-03 00:00:00","urechis_t120m_40x_30","40x",120,"1",0,"m",101.871,47.76618,36.13995,10.70454,4.46223564954683,3.37613293051359,1,11.17347,4.81866,2.31879194630872,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,2,0,12.458985,5.683755,50.70912
"1116","2014-06-03 00:00:00","urechis_t120m_40x_31","40x",120,"1",0,"m",103.488,54.73545,38.82417,7.82628,6.99380165289256,4.96074380165289,1,8.90967,4.94802,1.80065359477124,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,2,0,16.67127,5.683755,56.51415
"1117","2014-06-03 00:00:00","urechis_t120m_40x_32","40x",120,"1",0,"m",98.37828,50.66061,37.9995,12.58026,4.02699228791774,3.02056555269923,1,13.98705,4.78632,2.9222972972973,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,2,0,14.89257,5.683755,53.886525
"1118","2014-06-03 00:00:00","urechis_t120m_40x_33","40x",120,"1",0,"m",115.11423,52.81122,39.79437,11.38368,4.63920454545454,3.49573863636364,1,12.15984,5.48163,2.21828908554572,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,2,0,17.10786,5.683755,63.19236
"1120","2014-06-03 00:00:00","urechis_t120m_40x_35","40x",120,"1",0,"m",100.75527,52.5525,37.22334,14.21343,3.69738339021615,2.6188850967008,1,12.04665,3.81612,3.15677966101695,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,2,0,16.291275,10.098165,58.22817
"1121","2014-06-03 00:00:00","urechis_t120m_40x_36","40x",120,"1",0,"m",98.21658,54.07248,37.30419,11.01177,4.91042584434655,3.38766519823789,1,10.31646,5.56248,1.8546511627907,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,2,0,13.95471,10.098165,44.58069
"1122","2014-06-03 00:00:00","urechis_t120m_40x_38","40x",120,"1",0,"m",96.06597,44.72622,35.96208,7.56756,5.91025641025641,4.75213675213675,1,9.97689,3.65442,2.73008849557522,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,2,0,13.13004,10.098165,38.17737
"1123","2014-06-03 00:00:00","urechis_t120m_40x_39","40x",120,"1",0,"m",106.28541,55.96437,36.0591,9.73434,5.74916943521595,3.70431893687708,1,10.30029,2.99145,3.44324324324324,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,2,0,17.57679,10.098165,52.08357
"1124","2014-06-03 00:00:00","urechis_t120m_40x_40","40x",120,"1",0,"m",106.13988,55.67331,39.32544,9.44328,5.89554794520548,4.16438356164384,1,10.65603,4.39824,2.42279411764706,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,2,3.387615,12.96834,10.098165,52.366545
"1125","2014-06-03 00:00:00","urechis_t120m_40x_41","40x",120,"1",0,"m",101.5476,49.67424,36.80292,10.23561,4.85308056872038,3.5955766192733,1,11.22198,5.62716,1.99425287356322,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,2,0,14.16492,10.098165,50.11083
"1126","2014-06-03 00:00:00","urechis_t120m_40x_42","40x",120,"1",0,"m",93.70515,52.73037,34.89486,12.07899,4.36546184738956,2.88888888888889,1,13.64748,4.59228,2.97183098591549,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,2,0,19.040175,7.06629,58.0503
"1127","2014-06-03 00:00:00","urechis_t120m_40x_44","40x",120,"1",0,"m",108.87261,54.94566,38.3229,11.28666,4.86819484240688,3.39541547277937,1,12.96834,5.41695,2.39402985074627,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,2,0,17.892105,7.866705,54.3312
"1134","2014-06-03 00:00:00","urechis_t140m_40x_7","40x",140,"2",0,"m",73.94541,29.17068,20.39037,7.93947,3.67413441955193,2.56822810590631,1,9.73434,5.1744,1.88125,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",2,2,3,5,7,5,2,1,2,3.322935,7.850535,8.432655,32.784675
"1135","2014-06-03 00:00:00","urechis_t140m_40x_8","40x",140,"2",0,"m",88.43373,41.75094,31.0464,12.49941,3.34023285899094,2.48382923673997,1,9.13605,5.1744,1.765625,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",2,2,3,5,7,5,2,1,2,3.209745,10.86624,8.432655,45.995565
"1141","2014-06-03 00:00:00","urechis_t150m_40x_7","40x",150,"4",0,"m",64.71234,37.09398,27.27879,10.07391,3.68218298555377,2.70786516853933,1,10.30029,4.89951,2.1023102310231,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,NA,11.27049,6.77523,26.82603
"1144","2014-06-03 00:00:00","urechis_t150m_40x_11","40x",150,"4",0,"m",74.0586,41.81562,29.15451,10.60752,3.94207317073171,2.7484756097561,1,11.43219,4.34973,2.62825278810409,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,2.40933,10.65603,7.705005,37.78929
"1145","2014-06-03 00:00:00","urechis_t150m_40x_12","40x",150,"4",0,"m",57.33882,41.13648,25.16052,6.59736,6.23529411764706,3.81372549019608,1,10.91475,4.62462,2.36013986013986,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,1.22892,14.399385,7.705005,34.94337
"1148","2014-06-03 00:00:00","urechis_t150m_40x_18","40x",150,"2",0,"m",82.88742,40.95861,28.16814,14.82789,2.76226826608506,1.89967284623773,1,9.58881,4.99653,1.91909385113269,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",2,2,3,5,7,5,2,1,2,NA,11.990055,7.705005,33.237435
"1149","2014-06-03 00:00:00","urechis_t150m_40x_19","40x",150,"4",0,"m",60.84771,32.74425,24.04479,10.3488,3.1640625,2.3234375,1,10.73688,4.93185,2.17704918032787,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,NA,9.13605,6.039495,35.70336
"1162","2014-06-03 00:00:00","urechis_t150m_40x_37","40x",150,"2",0,"m",95.01492,40.84542,26.98773,15.76575,2.59076923076923,1.71179487179487,1,16.92999,6.61353,2.559902200489,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",2,2,3,5,7,5,2,1,2,0,12.03048,7.478625,43.04454
"1164","2014-06-03 00:00:00","urechis_t150m_40x_39","40x",150,"2",0,"m",98.28126,41.84796,27.14943,12.88749,3.24717691342535,2.10664993726474,1,14.8764,3.83229,3.88185654008439,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",2,2,3,5,7,5,2,1,2,2.983365,10.259865,7.478625,33.350625
"1165","2014-06-03 00:00:00","urechis_t150m_40x_40","40x",150,"2",0,"m",99.54252,46.94151,26.30859,9.5403,4.92033898305085,2.75762711864407,1,12.936,4.83483,2.67558528428094,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",2,2,3,5,7,5,2,1,2,4.632705,9.41094,7.478625,36.406755
"1166","2014-06-03 00:00:00","urechis_t150m_40x_40","40x",150,"2",0,"m",100.07613,47.71767,26.29242,10.36497,4.60374414976599,2.53666146645866,1,15.8466,3.84846,4.11764705882353,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",2,2,3,5,7,5,2,1,2,4.325475,10.0254,7.478625,40.788825
"1167","2014-06-03 00:00:00","urechis_t180m_40x_0","40x",180,"4",0,"m",64.68,42.99603,29.20302,14.11641,3.04581901489118,2.06872852233677,1,15.37767,5.3361,2.88181818181818,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,2.934855,10.88241,7.478625,35.574
"1168","2014-06-03 00:00:00","urechis_t180m_40x_1","40x",180,"8",0,"m",52.50399,30.06003,20.90781,5.64333,5.32664756446991,3.70487106017192,1,10.42965,3.68676,2.82894736842105,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",4,8,3,5,7,5,2,1,2,2.15061,5.538225,7.478625,17.6253
"1169","2014-06-03 00:00:00","urechis_t180m_40x_2","40x",180,"8",0,"m",54.96183,22.23375,15.73341,7.66458,2.90084388185654,2.05274261603376,1,10.47816,5.06121,2.0702875399361,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",4,8,3,5,7,5,2,1,2,1.51998,4.842915,7.478625,20.107395
"1170","2014-06-03 00:00:00","urechis_t180m_40x_3","40x",180,"8",0,"m",51.92187,28.42686,22.94523,7.89096,3.60245901639344,2.9077868852459,1,12.22452,4.93185,2.47868852459016,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",4,8,3,5,7,5,2,1,2,0,5.990985,7.478625,22.920975
"1171","2014-06-03 00:00:00","urechis_t180m_40x_4","40x",180,"8",0,"m",45.82578,30.77151,20.29335,7.30884,4.21017699115044,2.77654867256637,1,10.60752,2.5872,4.1,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",4,8,3,5,7,5,2,1,2,2.4255,7.26033,7.478625,24.65925
"1172","2014-06-03 00:00:00","urechis_t180m_40x_7","40x",180,"4",0,"m",67.46124,29.21919,23.91543,9.42711,3.09948542024014,2.5368782161235,1,11.6424,3.234,3.6,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,0,8.691375,7.478625,19.622295
"1173","2014-06-03 00:00:00","urechis_t180m_40x_9","40x",180,"4",0,"m",73.52499,29.88216,22.33077,10.07391,2.96629213483146,2.21669341894061,1,12.01431,4.83483,2.48494983277592,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,0,7.834365,7.478625,27.432405
"1174","2014-06-03 00:00:00","urechis_t180m_40x_10","40x",180,"2",0,"m",84.8925,43.10922,32.16213,13.21089,3.26315789473684,2.43451652386781,1,16.96233,6.16077,2.75328083989501,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",2,2,3,5,7,5,2,1,2,0,9.532215,7.478625,46.027905
"1175","2014-06-03 00:00:00","urechis_t180m_40x_11","40x",180,"2",0,"m",84.68229,42.86667,30.86853,12.80664,3.34722222222222,2.41035353535354,1,15.60405,4.33356,3.60074626865672,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",2,2,3,5,7,5,2,1,2,2.417415,11.036025,7.478625,51.40443
"1176","2014-06-03 00:00:00","urechis_t180m_40x_15","40x",180,"4",0,"m",86.55801,40.87776,25.28988,9.83136,4.15789473684211,2.57236842105263,1,11.09262,3.46038,3.20560747663551,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,3.49272,8.37606,6.03141,42.001575
"1177","2014-06-03 00:00:00","urechis_t180m_40x_16","40x",180,"4",0,"m",80.5266,38.20971,24.98265,10.85007,3.52160953800298,2.30253353204173,1,8.44074,4.86717,1.73421926910299,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,0.8085,8.61861,5.699925,47.968305
"1178","2014-06-03 00:00:00","urechis_t180m_40x_17","40x",180,"4",0,"m",68.90037,35.63868,24.67542,5.40078,6.59880239520958,4.5688622754491,1,7.22799,3.73527,1.93506493506494,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,2.36082,8.29521,5.101635,22.387365
"1179","2014-06-03 00:00:00","urechis_t180m_40x_17","40x",180,"4",0,"m",66.74976,38.25822,25.58094,4.77015,8.02033898305085,5.36271186440678,1,7.34118,5.54631,1.32361516034985,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,2.2638,7.71309,5.101635,24.052875
"1180","2014-06-03 00:00:00","urechis_t180m_40x_18","40x",180,"4",0,"m",85.29675,42.88284,31.30512,11.78793,3.63786008230453,2.6556927297668,1,15.74958,4.96419,3.17263843648208,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,2.76507,9.338175,5.101635,36.49569
"1183","2014-06-03 00:00:00","urechis_t180m_40x_22","40x",180,"4",0,"m",65.87658,32.00043,20.51973,7.26033,4.4075723830735,2.82628062360802,1,NA,NA,NA,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,2.4255,NA,5.101635,17.9487
"1184","2014-06-03 00:00:00","urechis_t180m_40x_23","40x",180,"4",0,"m",63.64512,29.39706,21.8295,9.92838,2.96091205211726,2.19869706840391,1,11.9658,5.48163,2.18289085545723,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,2.19912,4.0425,6.896505,15.29682
"1185","2014-06-03 00:00:00","urechis_t180m_40x_24","40x",180,"4",0,"m",92.99367,40.15011,29.31621,12.46707,3.22049286640726,2.3514915693904,1,15.16746,5.36844,2.82530120481928,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,3.05613,7.785855,6.896505,42.86667
"1186","2014-06-03 00:00:00","urechis_t180m_40x_25","40x",180,"4",0,"m",76.66197,39.81054,26.45412,11.14113,3.5732946298984,2.3744557329463,1,11.72325,4.98036,2.3538961038961,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,1.16424,8.513505,8.093085,47.952135
"1187","2014-06-03 00:00:00","urechis_t180m_40x_26","40x",180,"8",0,"m",46.2462,25.45158,20.30952,9.50796,2.67687074829932,2.13605442176871,1,8.39223,8.03649,1.04426559356137,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",4,8,3,5,7,5,2,1,2,0,7.47054,8.093085,28.32984
"1188","2014-06-03 00:00:00","urechis_t180m_40x_26","40x",180,"8",0,"m",46.39173,22.76736,15.37767,8.45691,2.69216061185468,1.81835564053537,1,10.07391,NA,NA,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",4,8,3,5,7,5,2,1,2,0,5.861625,8.093085,22.67034
"1189","2014-06-03 00:00:00","urechis_t180m_40x_29","40x",180,"4",0,"m",79.96065,46.86066,30.98172,8.34372,5.61627906976744,3.71317829457364,1,11.1573,3.65442,3.05309734513274,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,3.10464,9.33009,8.093085,33.77913
"1190","2014-06-03 00:00:00","urechis_t180m_40x_30","40x",180,"4",0,"m",72.15054,38.43609,28.57239,13.21089,2.9094247246022,2.16279069767442,1,10.30029,3.18549,3.23350253807107,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,1.40679,8.933925,8.093085,31.88724
"1191","2014-06-03 00:00:00","urechis_t180m_40x_31","40x",180,"4",0,"m",61.70472,25.3869,19.42017,11.69091,2.17150760719225,1.66113416320885,1,8.35989,4.13952,2.01953125,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,0,7.06629,8.093085,19.767825
"1192","2014-06-03 00:00:00","urechis_t180m_40x_32","40x",180,"4",0,"m",67.13784,36.36633,25.75881,9.5403,3.81186440677966,2.7,1,11.52921,4.67313,2.46712802768166,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,1.01871,9.57264,8.093085,24.85329
"1193","2014-06-03 00:00:00","urechis_t180m_40x_33","40x",180,"2",0,"m",95.80725,48.86574,32.40468,8.45691,5.77820267686424,3.83173996175908,1,10.39731,3.31485,3.13658536585366,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",2,2,3,5,7,5,2,1,2,4.49526,7.882875,8.093085,34.482525
"1194","2014-06-03 00:00:00","urechis_t180m_40x_34","40x",180,"2",0,"m",97.68297,47.20023,30.67449,9.5403,4.94745762711864,3.21525423728814,1,10.47816,2.87826,3.64044943820225,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",2,2,3,5,7,5,2,1,2,3.12081,9.20073,8.093085,34.68465
"1195","2014-06-03 00:00:00","urechis_t180m_40x_35","40x",180,"4",0,"m",73.99392,39.42246,28.60473,13.67982,2.88179669030733,2.09101654846336,1,15.71724,5.41695,2.90149253731343,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,2.66805,8.79648,8.093085,37.54674
"1196","2014-06-03 00:00:00","urechis_t180m_40x_36","40x",180,"4",0,"m",76.82367,32.9868,23.96394,9.89604,3.33333333333333,2.42156862745098,1,12.66111,5.48163,2.30973451327434,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,0.88935,8.66712,8.093085,30.601725
"1197","2014-06-03 00:00:00","urechis_t180m_40x_37","40x",180,"4",0,"m",78.69939,44.09559,34.19955,18.5955,2.37130434782609,1.83913043478261,1,12.01431,6.11226,1.96560846560847,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",3,4,3,5,7,5,2,1,2,0,10.389225,7.06629,39.56799
"1198","2014-06-03 00:00:00","urechis_t180m_40x_40","40x",180,"2",0,"m",82.49934,37.12632,25.98519,8.58627,4.32391713747646,3.02636534839925,1,12.95217,4.89951,2.64356435643564,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",2,2,3,5,7,5,2,1,2,0,9.499875,7.06629,37.88631
"1199","2014-06-03 00:00:00","urechis_t180m_40x_41","40x",180,"2",0,"m",92.13666,41.2335,31.32129,15.29682,2.69556025369979,2.04756871035941,1,14.68236,7.35735,1.9956043956044,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",2,2,3,5,7,5,2,1,2,0,10.453905,7.06629,33.851895
"1200","2014-06-03 00:00:00","urechis_t180m_40x_41","40x",180,"2",0,"m",86.65503,44.11176,30.723,12.49941,3.52910737386805,2.45795601552393,1,16.04064,7.87479,2.03696098562628,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",2,2,3,5,7,5,2,1,2,2.579115,10.971345,7.06629,32.251065
"1203","2014-06-03 00:00:00","urechis_t180m_40x_44","40x",180,"8",0,"m",58.63242,33.06765,23.36565,6.48417,5.0997506234414,3.60349127182045,1,9.50796,2.84592,3.34090909090909,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",4,8,3,5,7,5,2,1,2,0,8.55393,7.06629,19.37166
"1204","2014-06-03 00:00:00","urechis_t180m_40x_44","40x",180,"8",0,"m",57.75924,29.33238,21.73248,7.22799,4.05816554809843,3.00671140939597,1,8.81265,3.37953,2.60765550239234,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",4,8,3,5,7,5,2,1,2,0,7.769685,7.06629,21.853755
"1205","2014-06-03 00:00:00","urechis_t180m_40x_47","40x",180,"8",0,"m",58.77795,30.77151,22.21758,9.0552,3.39821428571429,2.45357142857143,1,11.12496,4.30122,2.58646616541353,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",4,8,3,5,7,5,2,1,2,0,9.42711,7.06629,21.805245
